,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
20,domaine-combier,Combier,Crozes-Hermitage Rouge,2018,4.0,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
21,thierry-mortet,Domaine Thierry Mortet,Gevrey-Chambertin,2012,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
22,l-hermitage,Chateau Tauzinat l'Hermitage,Saint-Émilion Grand Cru,2011,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
23,besserat-de-bellefon,Besserat de Bellefon,Brut Champagne,N.V.,4.0,Champagne,champagne,champagne
24,domaine-rostaing,Domaine Rostaing,Côte-Rôtie La Landonne,2000,4.3,Northern Rhône,northern-rhne,rhone
0,chateau-fonroque,Château Fonroque,Saint-Émilion Grand Cru (Grand Cru Classé),2016,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,domaine-combier,Combier,Crozes-Hermitage Rouge,2018,4.0,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
2,thierry-mortet,Domaine Thierry Mortet,Gevrey-Chambertin,2012,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
3,l-hermitage,Chateau Tauzinat l'Hermitage,Saint-Émilion Grand Cru,2011,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
4,besserat-de-bellefon,Besserat de Bellefon,Brut Champagne,N.V.,4.0,Champagne,champagne,champagne
5,domaine-rostaing,Domaine Rostaing,Côte-Rôtie La Landonne,2000,4.3,Northern Rhône,northern-rhne,rhone
6,didier-dagueneau-louis-benjamin-dagueneau,Didier Dagueneau (Louis-Benjamin Dagueneau),Les Jardins de Babylone Jurançon Sec,2014,4.0,Jurançon,jurancon,loire-valley
7,de-venoge,De Venoge,Blanc de Blancs Brut Champagne,2002,4.1,Champagne,champagne,champagne
8,fr-domaine-georges-vernay,Domaine Georges Vernay,Maison Rouge Côte-Rôtie,2014,4.1,Côte-Rôtie,cote-rotie,rhone
9,domaine-des-ardoisieres,Domaine des Ardoisieres,Argile Blanc,2018,4.0,Vins des Allobroges,vin-des-allobroges,
10,louis-jadot,Louis Jadot,Mâcon-Villages Blanc,2018,3.7,Mâcon-Villages,macon-villages,maconnais
11,nenin,Château Nénin,Pomerol,2010,4.2,Pomerol,pomerol,bordeaux
12,robert-niero,Domaine Niero,Chéry,2017,4.1,Condrieu,condrieu,condrieu
13,champagne-jacquesson,Jacquesson,Cuvée No. 737 Extra-Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
14,veuve-clicquot,Veuve Clicquot,La Grande Dame Brut Champagne,2006,4.5,Champagne,champagne,champagne
15,bertrand-braneyre,Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2005,3.9,Haut-Médoc,haut-medoc,bordeaux
16,chateau-guiraud,Château Guiraud,Le G de Guiraud Bordeaux Blanc Sec,2017,3.8,Bordeaux,bordeaux,bordeaux
17,nicolas-maillart,Nicolas Maillart,Brut Rosé Champagne Grand Cru,N.V.,3.9,Champagne Grand Cru,champagne-grand-cru,champagne
18,nicolas-maillart,Nicolas Maillart,Extra Brut Champagne Premier Cru,N.V.,3.7,Champagne Premier Cru,champagne-premier-cru,champagne
19,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
20,clos-saint-jean,Clos Saint Jean,Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
21,charles-joguet,Charles Joguet,Clos de la Dioterie Chinon,2012,3.8,Chinon,chinon,
22,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2017,4.2,Pauillac,pauillac,bordeaux
23,chateau-rouget,Château Rouget,Pomerol,2017,4.0,Pomerol,pomerol,bordeaux
24,jean-louis-chavy,Jean-Louis Chavy,Bourgogne Chardonnay,2017,3.8,Bourgogne,bourgogne,bourgogne
0,nicolas-maillart,Nicolas Maillart,Extra Brut Champagne Premier Cru,N.V.,3.7,Champagne Premier Cru,champagne-premier-cru,champagne
1,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
2,clos-saint-jean,Clos Saint Jean,Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,charles-joguet,Charles Joguet,Clos de la Dioterie Chinon,2012,3.8,Chinon,chinon,
4,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2017,4.2,Pauillac,pauillac,bordeaux
5,chateau-rouget,Château Rouget,Pomerol,2017,4.0,Pomerol,pomerol,bordeaux
6,jean-louis-chavy,Jean-Louis Chavy,Bourgogne Chardonnay,2017,3.8,Bourgogne,bourgogne,bourgogne
7,francois-carillon,Francois Carillon,Bourgogne Chardonnay,2016,3.8,Bourgogne,bourgogne,bourgogne
8,chateau-la-dominique,Château La Dominique,Saint-Émilion Grand Cru (Grand Cru Classé),2000,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,moet-chandon,Moët & Chandon,Grand Vintage Brut Champagne,2003,4.3,Champagne,champagne,champagne
10,moet-chandon,Moët & Chandon,Grand Vintage Rosé Brut Champagne,2003,4.4,Champagne,champagne,champagne
11,michel-juillot,Michel Juillot,Mercurey Premier Cru Les Combins,2012,4.0,Mercurey Premier Cru,mercurey-premier-cru,cote-chalonnaise
12,michel-stephane-ogier,Michel & Stéphane Ogier,Le Passage Saint-Joseph,2017,4.0,Saint-Joseph,saint-joseph,saint-joseph
13,pierre-boisson,Pierre Boisson,Bourgogne Hautes-Côtes de Beaune,2016,3.6,Bourgogne Hautes-Côtes de Beaune,hautes-cotes-de-beaune,cote-de-beaune
14,fr-domaine-anne-gros-jean-paul-tollot,Domaine Anne Gros & Jean-Paul Tollot,Les Fontanilles Minervois,2017,3.9,Minervois,minervois,languedoc-roussillon
15,nicolas-maillart,Nicolas Maillart,Mont Martin Villers Allerand Champagne Premier Cru,2015,4.1,Champagne Premier Cru,champagne-premier-cru,champagne
16,chateau-puech-haut,Château Puech-Haut,Le Loup du Pic Pic-Saint-Loup,2017,3.7,Pic-Saint-Loup,pic-saint-loup,languedoc-roussillon
17,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,courbissac,Domaine de Courbissac,Les Traverses Minervois,2014,3.6,Minervois,minervois,languedoc-roussillon
19,courbissac,Domaine de Courbissac,Roc du Pière Minervois,2014,3.6,Minervois,minervois,languedoc-roussillon
20,noaillac,Château Noaillac,Médoc,2011,3.6,Médoc,medoc,bordeaux
21,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
22,champagne-drappier,Drappier,Carte d'Or Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
23,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,2016,4.1,Saint-Julien,saint-julien,bordeaux
24,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2010,3.8,Saint-Julien,saint-julien,bordeaux
0,chateau-giscours,Château Giscours,La Sirène de Giscours Margaux,2005,4.0,Margaux,margaux,bordeaux
1,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,2006,4.4,Pauillac,pauillac,bordeaux
2,pegau,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),2006,4.6,Pessac-Léognan,pessac-leognan,bordeaux
4,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,chateau-rauzan-segla,Château Rauzan-Ségla,Margaux (Grand Cru Classé),2006,4.2,Margaux,margaux,bordeaux
6,dopff-and-irion,Dopff & Irion,Les Sorcieres Gewürztraminer,2015,4.1,Alsace,alsace,alsace
7,chateau-palmer,Château Palmer,Margaux (Grand Cru Classé),2006,4.5,Margaux,margaux,bordeaux
8,chateau-larmande,Château Larmande,Saint-Émilion Grand Cru (Grand Cru Classé),2007,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,deutz,Deutz,Rosé Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
10,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2012,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2004,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
12,chateau-suduiraut,Château Suduiraut,Sauternes (Premier Grand Cru Classé),2005,4.3,Sauternes,sauternes,bordeaux
13,nicolas-maillart,Nicolas Maillart,Brut Rosé Champagne Grand Cru,N.V.,3.9,Champagne Grand Cru,champagne-grand-cru,champagne
14,nicolas-maillart,Nicolas Maillart,Extra Brut Champagne Premier Cru,N.V.,3.7,Champagne Premier Cru,champagne-premier-cru,champagne
15,nicolas-maillart,Nicolas Maillart,Les Chaillots Gillis Blanc de Blancs Extra Brut Champagne Premier Cru,2012,4.2,Champagne Premier Cru,champagne-premier-cru,champagne
16,georges-lombriere,Georges-Lombrière,Cuvée Marie Châteauneuf-du-Pape,2015,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
17,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),2015,4.6,Pauillac,pauillac,bordeaux
18,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2017,4.2,Pauillac,pauillac,bordeaux
20,chateau-rouget,Château Rouget,Pomerol,2017,4.0,Pomerol,pomerol,bordeaux
21,nenin,Château Nénin,Pomerol,2010,4.2,Pomerol,pomerol,bordeaux
22,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
23,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
24,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
0,nicolas-maillart,Nicolas Maillart,Brut Rosé Champagne Grand Cru,N.V.,3.9,Champagne Grand Cru,champagne-grand-cru,champagne
1,nicolas-maillart,Nicolas Maillart,Extra Brut Champagne Premier Cru,N.V.,3.7,Champagne Premier Cru,champagne-premier-cru,champagne
2,nicolas-maillart,Nicolas Maillart,Les Chaillots Gillis Blanc de Blancs Extra Brut Champagne Premier Cru,2012,4.2,Champagne Premier Cru,champagne-premier-cru,champagne
3,georges-lombriere,Georges-Lombrière,Cuvée Marie Châteauneuf-du-Pape,2015,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
4,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),2015,4.6,Pauillac,pauillac,bordeaux
5,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
6,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2017,4.2,Pauillac,pauillac,bordeaux
7,chateau-rouget,Château Rouget,Pomerol,2017,4.0,Pomerol,pomerol,bordeaux
8,nenin,Château Nénin,Pomerol,2010,4.2,Pomerol,pomerol,bordeaux
9,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
10,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
11,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
12,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
13,fr-chateau-latour,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé),2006,4.6,Pauillac,pauillac,bordeaux
14,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
15,domaine-william-fevre,Domaine William Fèvre,Chablis Grand Cru Bougros,2016,4.1,Chablis Grand Cru 'Bougros',chablis-grand-cru-bougros,bourgogne
16,puygueraud,Château Puygueraud,Francs - Côtes de Bordeaux,2013,3.6,Francs - Côtes de Bordeaux,cotes-de-francs,bordeaux
17,chateau-magdelaine,Château Magdelaine,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1981,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,fr-perrier-jouet,Perrier-Jouët,Belle Epoque Rosé Brut Champagne,1989,4.5,Champagne,champagne,champagne
19,domaine-rostaing,Domaine Rostaing,Côte-Rôtie La Landonne,2000,4.3,Northern Rhône,northern-rhne,rhone
20,didier-dagueneau-louis-benjamin-dagueneau,Didier Dagueneau (Louis-Benjamin Dagueneau),Les Jardins de Babylone Jurançon Sec,2014,4.0,Jurançon,jurancon,loire-valley
21,de-venoge,De Venoge,Blanc de Blancs Brut Champagne,2002,4.1,Champagne,champagne,champagne
22,fr-domaine-georges-vernay,Domaine Georges Vernay,Maison Rouge Côte-Rôtie,2014,4.1,Côte-Rôtie,cote-rotie,rhone
23,domaine-des-ardoisieres,Domaine des Ardoisieres,Argile Blanc,2018,4.0,Vins des Allobroges,vin-des-allobroges,
24,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2014,4.0,Saint-Julien,saint-julien,bordeaux
0,chateau-lalande-borie,Château Lalande-Borie,Saint-Julien,2009,4.0,Saint-Julien,saint-julien,bordeaux
1,la-conseillante,Château La Conseillante,Pomerol,2012,4.3,Pomerol,pomerol,bordeaux
2,cos-d-estournel,Cos d'Estournel,Cos d'Estournel,2012,4.3,Saint-Estèphe,saint-estephe,bordeaux
3,cos-d-estournel,Cos d'Estournel,Cos d'Estournel,2009,4.6,Saint-Estèphe,saint-estephe,bordeaux
4,delas-freres,Delas,Grignan-les-Adhémar,2018,3.6,Grignan-les-Adhémar,coteaux-du-tricastin,rhone
5,e-guigal,E. Guigal,Côte-Rôtie La Landonne,2006,4.5,Côte-Rôtie,cote-rotie,rhone
6,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2009,4.2,Pessac-Léognan,pessac-leognan,bordeaux
7,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2009,3.8,Saint-Julien,saint-julien,bordeaux
8,noaillac,Château Noaillac,Médoc,2011,3.6,Médoc,medoc,bordeaux
9,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
10,champagne-drappier,Drappier,Carte d'Or Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
11,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,2016,4.1,Saint-Julien,saint-julien,bordeaux
12,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2010,3.8,Saint-Julien,saint-julien,bordeaux
13,alain-gras,Alain Gras,Saint-Romain Blanc,2018,4.1,Saint-Romain,saint-romain,cote-de-beaune
14,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
15,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
16,alain-gras,Alain Gras,Saint-Romain Blanc,2017,4.0,Saint-Romain,saint-romain,cote-de-beaune
17,pavie-decesse,Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé),2002,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,chateau-guiraud,Château Guiraud,Sauternes (Premier Grand Cru Classé),2015,4.2,Sauternes,sauternes,bordeaux
19,de-sousa-and-fils,De Sousa,Brut Rosé Champagne,N.V.,3.9,Champagne,champagne,champagne
20,champagne-r-and-l-legras,R. & L. Legras,Blanc de Blancs Brut Champagne Grand Cru,N.V.,4.0,Champagne Grand Cru,champagne-grand-cru,champagne
21,chateau-fontenil,Château Fontenil,Fronsac,2003,3.9,Fronsac,fronsac,bordeaux
22,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,4.0,Pessac-Léognan,pessac-leognan,bordeaux
23,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2013,4.0,Pessac-Léognan,pessac-leognan,bordeaux
24,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2012,4.0,Pessac-Léognan,pessac-leognan,bordeaux
0,domaine-des-ardoisieres,Domaine des Ardoisieres,Argile Blanc,2018,4.0,Vins des Allobroges,vin-des-allobroges,
1,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2014,4.0,Saint-Julien,saint-julien,bordeaux
2,chateau-leoville-las-cases,Château Léoville Las Cases,Clos du Marquis Saint-Julien,2016,4.1,Saint-Julien,saint-julien,bordeaux
3,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2010,3.8,Saint-Julien,saint-julien,bordeaux
4,e-guigal,E. Guigal,Saint-Joseph,2017,3.5,Saint-Joseph,saint-joseph,saint-joseph
5,alain-gras,Alain Gras,Saint-Romain Blanc,2018,4.1,Saint-Romain,saint-romain,cote-de-beaune
6,alain-gras,Alain Gras,Saint-Romain Blanc,2017,4.0,Saint-Romain,saint-romain,cote-de-beaune
7,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2014,3.8,Pomerol,pomerol,bordeaux
8,chateau-pavie-macquin,Château Pavie Macquin,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2016,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,chateau-l-evangile,Château l'Évangile,Pomerol,2014,4.3,Pomerol,pomerol,bordeaux
10,chateau-la-pointe,Château La Pointe,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
11,champagne-billecart-salmon,Billecart-Salmon,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
12,famille-perrin,Famille Perrin,Côtes-du-Rhône Réserve Rouge,2017,3.7,Côtes-du-Rhône,cotes-du-rhone,rhone
13,ormes-de-pez,Château Ormes de Pez,Saint-Estèphe,2015,3.8,Saint-Estèphe,saint-estephe,bordeaux
14,chateau-haut-marbuzet,Château Haut-Marbuzet,Saint-Estèphe,2015,4.2,Saint-Estèphe,saint-estephe,bordeaux
15,chateau-calon-segur,Château Calon-Ségur,Marquis de Calon Saint-Estèphe,2014,3.8,Saint-Estèphe,saint-estephe,bordeaux
16,ayala,Ayala,Blanc de Blancs Brut Aÿ Champagne,2013,4.0,Champagne,champagne,champagne
17,domaine-de-la-janasse,Domaine de la Janasse,Châteauneuf-du-Pape Vieilles Vignes,2012,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
18,chateau-potensac,Château Potensac,Médoc,2015,3.8,Médoc,medoc,bordeaux
19,chateau-la-cabanne,Château La Cabanne,Pomerol,2015,3.9,Pomerol,pomerol,bordeaux
20,villemaurine,Château Villemaurine,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
21,champagne-r-and-l-legras,R. & L. Legras,Blanc de Blancs Brut Champagne Grand Cru,N.V.,4.0,Champagne Grand Cru,champagne-grand-cru,champagne
22,joseph-drouhin,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' Blanc,2017,4.3,Beaune 1er Cru 'Le Clos des Mouches',beaune-le-clos-des-mouches,cote-de-beaune
23,chateau-sociando-mallet,Château Sociando-Mallet,Haut-Médoc,2010,4.1,Haut-Médoc,haut-medoc,bordeaux
24,philippe-ravier,Philippe Ravier,Chignin Bergeron,2016,3.7,Savoie,savoie,
0,beau-site,Château Beau-Site,Saint-Estèphe,2014,3.9,Saint-Estèphe,saint-estephe,bordeaux
1,gilles-morat,Gilles Morat,Terres du Menhir Pouilly-Fuissé,2018,4.2,Pouilly-Fuissé,pouilly-fuisse,maconnais
2,fr-les-heritiers-du-comte-lafon,Les Héritiers du Comte Lafon,Les Maranches Mâcon-Uchizy,2016,3.7,Mâcon-Uchizy,macon-uchizy,maconnais
3,joseph-voillot,Domaine Joseph Voillot,Volnay 1er Cru 'Les Champans',2016,3.8,Volnay 1er Cru 'Champans',volnay-champans,cote-de-beaune
4,domaine-henri-boillot,Domaine Henri Boillot,Volnay 1er Cru Les Chevrets,2016,4.2,Volnay 1er Cru 'En Chevret',volnay-en-chevret,cote-de-beaune
5,taittinger,Taittinger,Comtes de Champagne Rosé,2007,4.3,Champagne,champagne,champagne
6,mas-de-daumas-gassac,Mas de Daumas Gassac,Rouge,2017,4.1,Hérault,pays-dherault,languedoc-roussillon
7,fr-domaine-georges-vernay,Domaine Georges Vernay,Le Pied de Samson Viognier,2016,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,languedoc-roussillon
8,philippe-ravier,Philippe Ravier,Mondeuse Saint Jean de la Porte,2017,3.4,Vin de Savoie,vin-de-savoie,
9,joseph-drouhin,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' Blanc,2017,4.3,Beaune 1er Cru 'Le Clos des Mouches',beaune-le-clos-des-mouches,cote-de-beaune
10,chateau-sociando-mallet,Château Sociando-Mallet,Haut-Médoc,2010,4.1,Haut-Médoc,haut-medoc,bordeaux
11,philippe-ravier,Philippe Ravier,Chignin Bergeron,2016,3.7,Savoie,savoie,
12,jean-francois-quenard,Jean Francois Quénard,Chignin-Bergeron Au Pied des Tours,2018,4.1,Savoie,savoie,
13,chateau-de-meursault,Château de Meursault,Meursault 1er Cru 'Charmes',2011,4.3,Meursault 1er Cru 'Charmes',meursault-charmes,cote-de-beaune
14,alphonse-mellot,Alphonse Mellot,Pouilly-Fumé,2018,4.0,Pouilly-Fumé,pouilly-fume,loire-valley
15,ayala,Ayala,Blanc de Blancs Brut Aÿ Champagne,2013,4.0,Champagne,champagne,champagne
16,olivier-merlin,Merlin,Vieilles Vignes Mâcon La Roche Vineuse,2016,4.0,Mâcon-La Roche-Vineuse,macon-la-roche-vineuse,maconnais
17,domaine-de-la-janasse,Domaine de la Janasse,Châteauneuf-du-Pape Chaupin,2013,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
18,philippe-gonet,Philippe Gonet,Réserve Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',N.V.,3.8,Champagne Grand Cru 'Le Mesnil-sur-Oger',champagne-grand-cru-le-mesnil-sur-oger,champagne
19,domaine-arnoux-pere-fils,Domaine Arnoux Pére & Fils,Bourgogne Pinot Noir,2017,3.7,Bourgogne,bourgogne,bourgogne
20,ayala,Ayala,Blanc de Blancs Brut Aÿ Champagne,2008,4.1,Champagne,champagne,champagne
21,delas-freres,Delas,Saint-Esprit Côtes-du-Rhône,2018,3.9,Côtes-du-Rhône,cotes-du-rhone,rhone
22,vieux-chateau-certan,Vieux Château Certan,Pomerol,2009,4.6,Pomerol,pomerol,bordeaux
23,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2006,4.3,Pauillac,pauillac,bordeaux
24,chateau-montrose,Château Montrose,Saint-Estèphe (Grand Cru Classé),2010,4.4,Saint-Estèphe,saint-estephe,bordeaux
0,chateau-sociando-mallet,Château Sociando-Mallet,Haut-Médoc,2010,4.1,Haut-Médoc,haut-medoc,bordeaux
1,philippe-ravier,Philippe Ravier,Chignin Bergeron,2016,3.7,Savoie,savoie,
2,jean-francois-quenard,Jean Francois Quénard,Chignin-Bergeron Au Pied des Tours,2018,4.1,Savoie,savoie,
3,chateau-de-meursault,Château de Meursault,Meursault 1er Cru 'Charmes',2011,4.3,Meursault 1er Cru 'Charmes',meursault-charmes,cote-de-beaune
4,alphonse-mellot,Alphonse Mellot,Pouilly-Fumé,2018,4.0,Pouilly-Fumé,pouilly-fume,loire-valley
5,ayala,Ayala,Blanc de Blancs Brut Aÿ Champagne,2013,4.0,Champagne,champagne,champagne
6,olivier-merlin,Merlin,Vieilles Vignes Mâcon La Roche Vineuse,2016,4.0,Mâcon-La Roche-Vineuse,macon-la-roche-vineuse,maconnais
7,domaine-de-la-janasse,Domaine de la Janasse,Châteauneuf-du-Pape Chaupin,2013,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
8,philippe-gonet,Philippe Gonet,Réserve Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',N.V.,3.8,Champagne Grand Cru 'Le Mesnil-sur-Oger',champagne-grand-cru-le-mesnil-sur-oger,champagne
9,domaine-arnoux-pere-fils,Domaine Arnoux Pére & Fils,Bourgogne Pinot Noir,2017,3.7,Bourgogne,bourgogne,bourgogne
10,ayala,Ayala,Blanc de Blancs Brut Aÿ Champagne,2008,4.1,Champagne,champagne,champagne
11,delas-freres,Delas,Saint-Esprit Côtes-du-Rhône,2018,3.9,Côtes-du-Rhône,cotes-du-rhone,rhone
12,vieux-chateau-certan,Vieux Château Certan,Pomerol,2009,4.6,Pomerol,pomerol,bordeaux
13,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2006,4.3,Pauillac,pauillac,bordeaux
14,chateau-montrose,Château Montrose,Saint-Estèphe (Grand Cru Classé),2010,4.4,Saint-Estèphe,saint-estephe,bordeaux
15,chateau-palmer,Château Palmer,Margaux (Grand Cru Classé),2006,4.5,Margaux,margaux,bordeaux
16,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),2009,4.2,Pessac-Léognan,pessac-leognan,bordeaux
17,chateau-margaux,Château Margaux,Pavillon Blanc du Château Margaux,2010,4.2,Bordeaux,bordeaux,bordeaux
18,chateau-la-clotte,Château La Clotte,Saint-Émilion Grand Cru (Grand Cru Classé),2010,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,chateau-rouget,Château Rouget,Pomerol,2014,4.1,Pomerol,pomerol,bordeaux
20,domaine-de-la-romanee-conti,Domaine de La Romanée-Conti,Richebourg Grand Cru,2008,4.7,Richebourg Grand Cru,richebourg,cote-de-nuits
